name,calendar_year,calendar_id,title,category,sub_category,raw_category,normalized_category,source_file,source_start_line,source_end_line,input_frequency,output_frequency,available_at,required_fields,original_formula,implemented_formula,implementation_status,implementation_notes,implementation_key,proxy_of,duplicate_refs,duplicate_type,default_params,warmup_requirement
calendar2025_104_u900f_89c6_6307_6807,2025,104,透视指标,高频技术因子,,高频技术因子,量价技术类,factors2025.md,2598,2620,1m,1d,T_close,open|high|low|close|volume|turnover,"多头力道 = $High_{i,t} - EMA(Close_{i,t}, 240)$
空头力道 = $Low_{i,t} - EMA(Close_{i,t}, 240)$
$Elder_{i,t} = \frac{多头力道 - 空头力道}{Close_{i,t}}$
$\widehat{\text{Factor}_j} = \frac{1}{\sum_{j=1}^{20} \frac{j}{20}} \times \sum_{i=1}^{20} \widehat{\text{Factor}_{j,k}} \times \frac{j}{20}$",linear_decay20(((high_last-EMA240(close))-(low_last-EMA240(close)))/close_last),exact,,intraday_path_metric,,,,"{'metric': 'calendar_elder', 'post_window': 20, 'post_stat': 'linear_decay'}",20
calendar2025_105_csad,2025,105,CSAD 模型（基于“小型”板块）,行为金融因子-羊群效应,,行为金融因子-羊群效应,行为金融因子-羊群效应,factors2025.md,2621,2650,1d,1d,T_close,close,"CSAD_t = \frac{1}{10} \sum_{i=1}^{10} |r_{it} - \bar{r}_t|

Z_{jt} = \frac{CSAD_{jt} - \mu_{CSAD_j}}{\sigma_{CSAD_j}}

f_{jt} = -\frac{1}{20} \sum_{k=1}^{20} Z_{j,t-k+1}","-mean(zscore(CSAD_peer_mean,120),20)",exact,,daily_peer_csad,,,,{'metric': 'small'},120
calendar2025_106_u5ba2_6237_52a8_91cf_56e0_5b50_57fa_4e8e_9500,2025,106,客户动量因子-基于销售占比,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,2651,2672,1d,1d,T_close,supply_chain,"\text{cmom}_i^{1M} = \sum_{j=1}^{N_i} w_{ij}^{\text{sales}} \text{mom}_j^{1M}, i = 1, 2, \ldots, N",,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_107_u56de_5f52_7248_73b0_91d1_6d41_5e02_503c_6bd4,2025,107,回归版现金流市值比,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,2673,2698,1d,1d,T_close,fundamental_raw,ln(Quart\_CFOA) = \beta * ln(MV) + \alpha + \varepsilon,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_108_u4fe1_566a_6bd4_589e_5f3a_53cd_8f6c,2025,108,信噪比增强反转,高频因子-动量反转类,,高频因子-动量反转类,高频因子,factors2025.md,2699,2720,unknown,1d,T_close,,Weight_i = \frac{SNR_i - min(SNR)}{max(SNR) - min(SNR)},,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_109_u56fd_5bb6_961f_80a1_4ef7_7a7a_95f4_56e0_5b50,2025,109,“国家队”股价空间因子,分析师、机构持仓,,分析师、机构持仓,分析师预期类,factors2025.md,2721,2741,1d,1d,T_close,analyst,"股价空间_{i,t} = \frac{max(close_{i,t-250t})}{close_{i,t}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2025_110_u6280_672f_6027_804c_4f4d_62db_8058_6570_91cf,2025,110,技术性职位招聘数量,另类因子-招聘信息,,另类因子-招聘信息,另类因子,factors2025.md,2742,2761,1d,1d,T_close,fundamental_raw,"\frac{\sum_{j=t-x+1}^{t} Number\_of\_technical\_job\_posting_{i,j}}{\sum_{j=t-11}^{t} Number\_of\_technical\_job\_posting_{i,j}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_111_amivest,2025,111,Amivest流动性比率,期货-流动性因子,,期货-流动性因子,流动性因子,factors2025.md,2762,2783,1d,1d,T_close,,LR = \frac{1}{D} \sum \frac{\$Volume_d}{|r_d|},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_112_u4e0a_4e0b_5f71_7ebf_6536_76d8_4ef7_7684_6807,2025,112,上下影线/收盘价的标准差,量价因子改进,,量价因子改进,量价因子改进,factors2025.md,2784,2801,1d,1d,T_close,open|high|low|close,std\left( \frac{\text{每日}K\text{线的上影线长度} + \text{每日}K\text{线的下影线长度}}{\text{每日收盘价}} \right),"ts_std((high-rq_max(open,close)+rq_min(open,close)-low)/(close+1e-12),20)",exact,,legacy_expression,,,,{},20
calendar2025_113_u6bcf_65e5_5e73_5747_5f02_5e38_6210_4ea4,2025,113,每日平均异常成交,行为金融因子-投资者注意力,,行为金融因子-投资者注意力,投资因子,factors2025.md,2802,2823,1d,1d,T_close,close|volume,"ABNVOLAVG = \frac{1}{m} \sum_{t=1}^{m} \left( \frac{VOL_{i,t}}{\overline{VOL}_{i,t}} \right)","mean(volume/mean(volume,250),20)",exact,,daily_attention_metric,,,,"{'metric': 'mean_abnormal_volume', 'window': 20, 'baseline_window': 250}",270
calendar2025_114_u65b0_95fb_52a8_91cf,2025,114,新闻动量,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,2824,2838,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_115_u65e5_5185_52a8_91cf_53cd_8f6c,2025,115,日内动量反转,期货-高频因子,,期货-高频因子,高频因子,factors2025.md,2839,2858,1m,1d,T_close,,intraday\_momentum = \frac{extrema_{first} - extrema_{behind}}{extrema_{first}},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_116_u65e5_5185_6761_4ef6_5728_9669_4ef7_503c,2025,116,日内条件在险价值,高频因子-收益分布类,,高频因子-收益分布类,高频因子,factors2025.md,2859,2885,1m,1d,T_close,open|high|low|close|volume|turnover,"VCVaR_T = CVaR_\alpha(VWAR_t)

VWAR = \frac{\sum Return_t * Volume_t}{\sum Volume_t}",CVaR_5pct(r_1m*volume_1m/sum(volume_1m)),exact,,intraday_path_metric,,,,{'metric': 'intraday_cvar'},0
calendar2025_117_u80a1_7968_7f51_7edc_4e2d_5fc3_5ea6,2025,117,股票网络中心度,另类因子-网络结构,,另类因子-网络结构,另类因子,factors2025.md,2886,2906,1d,1d,T_close,network,"CC_{i,t} = SCC_{i,t} * 0.5 + TCC_{i,t} * 0.5",,blocked_data,精确实现依赖当前数据审计未发现的数据域: network,,,,,{},0
calendar2025_118_u5fc3_7406_6307_6807,2025,118,心理指标,高频技术因子,,高频技术因子,量价技术类,factors2025.md,2907,2931,1m,1d,T_close,open|high|low|close|volume|turnover,"PSY_{i,t} = \frac{\sum_{t-238}^{t} IF(Close_{i,t} > Close_{i,t-1}, 1, 0)}{239}

\widehat{\text{Factor}_j} = \frac{1}{\sum_{j=1}^{20} \frac{j}{20}} \times \sum_{i=1}^{20} \widehat{\text{Factor}_{j,k}} \times \frac{j}{20}",linear_decay20(mean(close_1m>lag(close_1m))),exact,,intraday_path_metric,,,,"{'metric': 'calendar_psy', 'post_window': 20, 'post_stat': 'linear_decay'}",20
calendar2025_119_u672a_5b9e_73b0_76c8_5229_91cf,2025,119,未实现盈利量,行为金融因子-前景理论,,行为金融因子-前景理论,行为金融因子-前景理论,factors2025.md,2932,2957,1m,1d,T_close,high|low|close|volume|a_share_market_val_in_circulation,"CGO_t = \frac{P_t - RP_t}{RP_t}

RP_t = \frac{1}{k} \sum_{n=1}^{N} V_{t-n} \prod_{\tau=1}^{n-1} (1 - V_{t-\tau}) P_{t-n}",(close-reference_price)/reference_price,exact,按分钟成交量价格分布与日换手存活模型重建筹码分布，价格网格精度1e-4,chip_distribution_metric,,,,{'metric': 'unrealized_profit'},0
calendar2025_120_u8d22_52a1_52a8_91cf,2025,120,财务动量,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,2958,2985,1d,1d,T_close,fundamental_raw,"\text{F-Momen}_{it} = \frac{\sum_{i
eq j} \text{F-link}_{ijt} \cdot \text{Ret}_{jt}}{\sum_{i
eq j} \text{F-link}_{ijt}}

\text{F-link}_{ijt} = \frac{\sum_{i=1}^{10} C_{itk} \cdot C_{jtk}}{\sqrt{\sum_{i=1}^{10} C_{itk}^2} \cdot \sqrt{\sum_{i=1}^{10} C_{jtk}^2}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_121_u56de_5f52_7248_9500_552e_6536_5165_5e02_503c,2025,121,回归版销售收入市值比,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,2986,3005,1d,1d,T_close,fundamental_raw,ln(Quart\_S) = \beta * ln(MV) + \alpha + \varepsilon,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_122_u56fd_5bb6_961f_6301_4ed3_5e02_503c_56e0_5b50,2025,122,“国家队”持仓市值因子,分析师、机构持仓,,分析师、机构持仓,分析师预期类,factors2025.md,3006,3024,1d,1d,T_close,analyst,"\text{持仓市值}_{i,t} = \text{国家队持有的非限售股数}_{i,t} \times \text{当日收盘价}_{i,t}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2025_123_u6a21_7cca_5173_8054_5ea6,2025,123,模糊关联度,高频因子-量价相关性类,,高频因子-量价相关性类,高频因子,factors2025.md,3025,3045,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,,,{},0
calendar2025_124_u5ba2_6237_8282_70b9_5ea6,2025,124,客户节点度,另类因子-网络结构,,另类因子-网络结构,另类因子,factors2025.md,3046,3075,1d,1d,T_close,supply_chain,"d_i^{(in)} = \sum_{j(
eq i)} w_{ij}^{in}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,,,{},0
calendar2025_125_u7279_5f02_8d28_6362_624b_6ce2_52a8_7387,2025,125,特异质换手波动率,量价因子改进,,量价因子改进,波动率因子,factors2025.md,3076,3117,1d,1d,T_close,factor_returns,"turnover_{i,t} = \alpha_{i,t} + \beta_1 TMKT_t + \beta_2 t TSMB_t + \beta_3 t THML_t + \beta_4 t TMOM1m_t + \varepsilon_{i,t}

Ivol\_turnover_{i,t} = std(\varepsilon_t)

Ivol\_turnover_{i,t} = std(\varepsilon_t)",,blocked_data,精确实现依赖当前数据审计未发现的数据域: factor_returns,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_126_u7b26_53f7_52a8_91cf,2025,126,符号动量,期货-动量趋势因子,,期货-动量趋势因子,动量因子,factors2025.md,3118,3136,1d,1d,T_close,,\frac{\sum_{r_t \geq 0} sign(r_t)}{K},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_127_u5ba2_6237_52a8_91cf_56e0_5b50_57fa_4e8e_5355,2025,127,客户动量因子-基于单层客户关系,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,3137,3159,1d,1d,T_close,supply_chain,"\text{cmom}_i^{1M} = \sum_{j=1}^{N_i} w_{ij}^{\text{centrality}} \text{mom}_j^{1M}, i = 1, 2, \ldots, N",,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_128_u65e5_5185_6536_76ca_6ce2_52a8_6bd4,2025,128,日内收益波动比,高频因子-波动跳跃类,,高频因子-波动跳跃类,高频因子,factors2025.md,3160,3183,unknown,1d,T_close,,,,blocked_formula,源文档未提供可执行的明确公式,,,alpha101/158/191/360:concept_overlap,concept_overlap,{},0
calendar2025_129_u56de_5f52_7248_73b0_91d1_4f30_503c,2025,129,回归版现金估值,基本面因子改进,,基本面因子改进,估值因子,factors2025.md,3184,3205,1d,1d,T_close,,ln(Cash\_equal) = \beta * ln(MV) + \alpha + \varepsilon,,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_130_u6298_65e7_53ca_644a_9500_7ba1_7406_8d39_7528,2025,130,折旧及摊销管理费用比,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,3206,3222,1d,1d,T_close,,\frac{折旧及摊销}{管理费用合计期末余额},,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_131_u7279_8d28_6ce2_52a8_7387,2025,131,特质波动率,期货-波动率因子,,期货-波动率因子,波动率因子,factors2025.md,3223,3248,1d,1d,T_close,close|market_ret,"r_{i,d} = \alpha_i + \beta_i' F_d + \varepsilon_{i,d}, \quad d = 1, \ldots, D

IVol = \sqrt{\text{Var}(\varepsilon_{i,t})}","std(residual(return~market_return),252)",exact,,daily_rolling_risk,,alpha101/158/191/360:concept_overlap,concept_overlap,"{'metric': 'idio_vol', 'window': 252, 'min_samples': 126}",253
calendar2025_132_u6210_4ea4_91cf_6bd4_7387,2025,132,成交量比率,高频技术因子,,高频技术因子,量价技术类,factors2025.md,3249,3273,1m,1d,T_close,open|high|low|close|volume|turnover,"VR_{i,t} = \frac{\sum_{t-238}^{t} IF(Close_{i,t} > Close_{i,t-1}, VOL, 0)}{\sum_{t-238}^{t} IF(Close_{i,t} \leq Close_{i,t-1}, VOL, 0)}

\widehat{\text{Factor}_j} = \frac{1}{\sum_{j=1}^{20} \frac{j}{20}} \times \sum_{i=1}^{20} \widehat{\text{Factor}_{j,k}} \times \frac{j}{20}",linear_decay20(sum(volume where delta(close)>0)/sum(volume where delta(close)<=0)),exact,,intraday_path_metric,,,,"{'metric': 'calendar_volume_ratio', 'post_window': 20, 'post_stat': 'linear_decay'}",20
calendar2025_133_u57fa_91d1_5173_8054_7f51_7edc_7275_5f15_56e0,2025,133,基金关联网络牵引因子,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,3274,3308,1d,1d,T_close,network,Exp_{ave}^A = \frac{1}{N_A} \sum_{i=1}^{N_A} K_i^A * (chg_i - med),,blocked_data,精确实现依赖当前数据审计未发现的数据域: network,,,,,{},0
calendar2025_134_u8870_51cf_52a0_6743_6708_9891_6210_4ea4_91cf,2025,134,衰减加权月频成交量,行为金融因子-投资者注意力,,行为金融因子-投资者注意力,投资因子,factors2025.md,3309,3329,1d,1d,T_close,close|volume,"AT TN = \frac{(12 - m)}{\sum_{m=1}^{11} m} VOL_{i,t}","linear_decay(volume,20)",exact,,daily_attention_metric,,,,"{'metric': 'decay_volume', 'window': 20, 'baseline_window': 250}",20
calendar2025_135_beta,2025,135,通胀Beta,期货-Beta因子,,期货-Beta因子,期货-Beta因子,factors2025.md,3330,3352,1d,1d,T_close,macro_external,"R_{j,t}^{T1} = \alpha_j + \beta_{j,t}^{CPI} \Delta CPI_s + e_{j,s}, s = t - 59, \ldots, t.",,blocked_data,精确实现依赖当前数据审计未发现的数据域: macro_external,,,research_report_factors:concept_overlap,concept_overlap,{},0
calendar2025_136_u7ade_4e89_63d0_53ca,2025,136,竞争提及,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,3353,3372,1d,1d,T_close,,sum(\text{在竞争章节中提到股票}i\text{的公司数量}),,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_137_roe,2025,137,回归版单季度ROE,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,3373,3394,1d,1d,T_close,fundamental_raw,ln(Quart\_E) = \beta * ln(Book) + \alpha + \varepsilon,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_138_u5f00_76d8_540e_4e70_5165_610f_613f_5f3a_5ea6,2025,138,开盘后买入意愿强度,高频因子-资金流类,,高频因子-资金流类,高频因子,factors2025.md,3395,3423,1m,1d,T_close,orderbook,"\frac{1}{T} \sum_{n=t}^{t-T+1} \frac{mean(\text{买入意愿}_{i,j,n})}{std(\text{买入意愿}_{i,j,n})}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2025_139_u65b0_95fb_7f51_7edc_9886_5148_6536_76ca,2025,139,新闻网络领先收益,另类因子-动量溢出,,另类因子-动量溢出,动量因子,factors2025.md,3424,3463,1d,1d,T_close,news,"l_{ij,T} \stackrel{\text{def}}{=} \bigcup_{m_d \in D_T} \{(i,j)_{m_d} | j \text{ in } m_d \text{ title}, i \text{ in } m_d \text{ headline}, i
eq j\} \quad W_T \stackrel{\text{def}}{=} [\omega_{ij,T}]_{n \times n} = \left[ \frac{l_{ij,T}}{\sum_{j=1}^n l_{ij,T}} \right]_{n \times n}

\omega_{ij,T}^w \stackrel{\text{def}}{=} I\{\text{i,j from same sector}\} \cdot \omega_{ij,T}

\omega_{ij,T}^c \stackrel{\text{def}}{=} I\{\text{i,j from diff sector}\} \cdot \omega_{ij,T}

\omega_{ij,T}^c \stackrel{\text{def}}{=} I\{\text{i,j from diff sector}\} \cdot \omega_{ij,T} \mathcal{LR}_{i,t}^{+(-)}(\omega_{ij,t-l:t}) \stackrel{\text{def}}{=} \sum_{j=1}^n \omega_{ij,t-l:t} \cdot \left| r_{j,t}^{+(-)} \right|

\mathcal{LR}_{agg}(\omega_{ij,t-365:t}) = \mathcal{LR}^+(\omega_{ij,t-365:t}^w) + \mathcal{LR}^-(\omega_{ij,t-365:t}^w) + \mathcal{LR}^-(\omega_{ij,t-365:t}^c) - \mathcal{LR}^+(\omega_{ij,t-365:t}^c)",,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2025_140_u4f30_6ce2_6307_6807,2025,140,估波指标,高频技术因子,,高频技术因子,量价技术类,factors2025.md,3464,3494,1d,1d,T_close,close,"R(n1)_{i,t} = \frac{Close_{i,t} - Close_{i,t-1}}{Close_{i,t-1}} * 100

R(n2)_{i,t} = \frac{Close_{i,t} - Close_{i,t-2}}{Close_{i,t-2}} * 100

RC(n1,n2)_{i,t} = R(n1)_{i,t} + R(n2)_{i,t}

Coppock(n1,n2,n3) = MA(RC(n1,n2)_{i,t}, 239)","ta_wma(100*((close-ts_delay(close,14))/(ts_delay(close,14)+1e-12)+(close-ts_delay(close,11))/(ts_delay(close,11)+1e-12)),10)",exact,,legacy_expression,,,,{},24
calendar2025_141_u9ad8_9891_4e0a_884c_6ce2_52a8_5360_6bd4,2025,141,高频上行波动占比,期货-高频因子,,期货-高频因子,高频因子,factors2025.md,3495,3515,1m,1d,T_close,close,= \frac{\sum_t (r_i^t I_{\{r_i^t > 0\}})^2}{\sum_t (r_i^t)^2},sum(r_1m**2 where r_1m>0)/sum(r_1m**2),exact,,intraday_return_measure,,alpha101/158/191/360:concept_overlap,concept_overlap,{'measure': 'up_share'},0
calendar2025_142_u8fd0_8f93_5de5_5177_5360_56fa_5b9a_8d44_4ea7,2025,142,运输工具占固定资产比,另类因子-因子改进,,另类因子-因子改进,另类因子,factors2025.md,3516,3539,1d,1d,T_close,,"\frac{运输工具}{固定资产合计累计折旧期末余额比}

\frac{当期运输工具占固定资产比 - 去年同期运输工具占固定资产比}{运输工具占固定资产比的期初期末平均值}",,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_143_u591a_5c42_6b21_8ba2_5355_5931_8861,2025,143,多层次订单失衡,高频因子-流动性类,,高频因子-流动性类,高频因子,factors2025.md,3540,3578,1m,1d,T_close,orderbook,"MOFI_{weight} = \frac{\sum w_i \times OFI_t^{(i)}}{\sum w_i}, w_i = \frac{i}{5}, i = 1,2,3,4,5

OFI_t = \Delta V_t^B - \Delta V_t^A

\Delta V_t^B = \begin{cases}
-V_{t-1}^B & P_t^B < P_{t-1}^B \\
V_t^B - V_{t-1}^B & P_t^B = P_{t-1}^B \\
V_t^B & P_t^B > P_{t-1}^B
\end{cases}
\quad
\Delta V_t^A = \begin{cases}
V_t^A & P_t^A < P_{t-1}^A \\
V_t^A - V_{t-1}^A & P_t^A = P_{t-1}^A \\
-V_{t-1}^A & P_t^A > P_{t-1}^A
\end{cases}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: orderbook,,,,,{},0
calendar2025_144_u5173_6ce8_5ea6_4fee_6b63_9884_671f_6536_76ca,2025,144,关注度修正预期收益率,分析师、机构持仓,,分析师、机构持仓,分析师预期类,factors2025.md,3579,3599,1d,1d,T_close,analyst,CTR = Rank(WTR) * Rank(C),,blocked_data,精确实现依赖当前数据审计未发现的数据域: analyst,,,,,{},0
calendar2025_145_u6280_672f_6027_804c_4f4d_62db_8058_6570_91cf,2025,145,技术性职位招聘数量变动,另类因子-招聘信息,,另类因子-招聘信息,另类因子,factors2025.md,3600,3629,1d,1d,T_close,fundamental_raw,"\frac{\sum_{j=t-x+1}^{t} Number\_of\_technical\_job_{i,j} - \sum_{j=t-2x+1}^{t-x} Number\_of\_technical\_job_{i,j}}{Number\_of\_employee_{i,t}}

\frac{\sum_{j=t-x+1}^{t} Number\_of\_technical\_job_{i,j} - \sum_{j=t-2x+1}^{t-x} Number\_of\_technical\_job_{i,j}}{\sum_{j=t-11}^{t} Number\_of\_job_{i,j}}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_146_u6301_4ed3_603b_91cf_56e0_5b50,2025,146,持仓总量因子,期货-持仓类因子,,期货-持仓类因子,期货-持仓类因子,factors2025.md,3630,3648,1d,1d,T_close,,\frac{OI_T}{\frac{1}{K}\sum_{t=T-K+1}^T OI_t} - 1,,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_147_u53cd_5411_65e5_5185_9006_8f6c_7684_5f02_5e38,2025,147,反向日内逆转的异常频率,高频因子-收益分布类,,高频因子-收益分布类,高频因子,factors2025.md,3649,3672,1d,1d,T_close,open|close,"AB\_NR_{i,t} = \frac{NR_{i,t}}{\frac{1}{12}\sum_{k=0}^{11} NR_{i,t-k}}

NR_{i,t} = \frac{\sum_{d=1}^{T} I\{RET\_CO_{i,d}>0\} * I\{RET\_OC_{i,d}<0\}}{T}","negative_reversal_frequency/mean(negative_reversal_frequency,12m)",exact,,daily_reversal_frequency,,,,"{'direction': 'negative', 'abnormal': True}",252
calendar2025_148_u65b0_95fb_80a1_7968_5171_73b0,2025,148,新闻股票共现,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,3673,3700,1d,1d,T_close,news,"w_{ij,t}^* = w_{ij,t} / w_{ii,t}

aw_{ij,t} = w_{ij,t}^* - w_{ij,t-1}^*

nco = \sum_{j=1}^{N} aw_{ij,t}^s",,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
calendar2025_149_u5e93_5b58_56e0_5b50,2025,149,库存因子,期货-基本面因子,,期货-基本面因子,期货-基本面因子,factors2025.md,3701,3720,1d,1d,T_close,,S_{instock}(K) = \frac{1}{K} \sum_{t=T-K+1}^{T} \left( \frac{stock_t}{stock_{t-1}} - 1 \right),,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_150_u56de_5f52_7248_7684_80a1_606f_7387,2025,150,回归版的股息率,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,3721,3742,1d,1d,T_close,,ln(TTM\_div) = \beta * ln(MV) + \alpha + \varepsilon,,pending_implementation,源公式已保留，现有OHLCV/分钟线/基本面大概率可覆盖；尚待专用算子映射与逐式校验,,,,,{},0
calendar2025_151_u81ea_4fe1_6ea2_51fa_56e0_5b50,2025,151,“自信溢出”因子,高频因子-动量反转类,,高频因子-动量反转类,高频因子,factors2025.md,3743,3762,unknown,1d,T_close,,① 焦点股票i的相邻股票数对因子效果影响不大，建议使用较少数量的股票（如i=10）；,,blocked_formula,源定义缺少唯一执行所需的窗口、阈值或标量输出，未擅自补默认值,,,,,{},0
calendar2025_152_csad,2025,152,CSAD 模型（基于板块中地位）,行为金融因子-羊群效应,,行为金融因子-羊群效应,行为金融因子-羊群效应,factors2025.md,3763,3792,1d,1d,T_close,close,"CSAD_t = \frac{1}{10} \sum_{i=1}^{10} |r_{it} - r_{*t}|

Z_{jt} = \frac{CSAD_{jt} - \mu_{CSAD_j}}{\sigma_{CSAD_j}}

f_{jt} = -\frac{1}{20} \sum_{k=1}^{20} Z_{j,t-k+1}","-mean(zscore(CSAD_focal_center,120),20)",exact,,daily_peer_csad,,,,{'metric': 'position'},120
calendar2025_153_u57fa_4e8e_6536_76ca_89c4_6a21_7684_4fe1_606f,2025,153,基于收益规模的信息离散度,量价因子改进,,量价因子改进,规模因子,factors2025.md,3793,3813,1d,1d,T_close,close,ID_{MAG} = -\frac{1}{N}sgn(PRET) \times \sum_{i=1}^{N} sgn(Return_i) \times w_i,"-sign(PRET)*mean(sign(return_i)*quintile_weight(abs(return_i)),T-252:T-21)",exact,,daily_magnitude_information_dispersion,,,,{},252
calendar2025_154_u4f9b_5e94_5546_8282_70b9_5ea6,2025,154,供应商节点度,另类因子-网络结构,,另类因子-网络结构,另类因子,factors2025.md,3814,3841,1d,1d,T_close,supply_chain,"d_i^{(out)} = \sum_{j(
eq i)} w_{ij}^{out}",,blocked_data,精确实现依赖当前数据审计未发现的数据域: supply_chain,,,,,{},0
calendar2025_155_u5355_5b63_7efc_5408_6536_76ca_6bd4_5e02_503c,2025,155,单季综合收益比市值,基本面因子改进,,基本面因子改进,基本面因子改进,factors2025.md,3842,3863,1d,1d,T_close,fundamental_raw,ln(Quart_TOT_COMPREH_INC) = \beta * ln(MV) + \alpha + \varepsilon,,blocked_data,精确实现依赖当前数据审计未发现的数据域: fundamental_raw,,,,,{},0
calendar2025_156_u94b1_5fb7_52a8_91cf_6446_52a8,2025,156,钱德动量摆动,高频技术因子,,高频技术因子,量价技术类,factors2025.md,3864,3898,1m,1d,T_close,open|high|low|close|volume|turnover,"CZ1_{i,t} = IF(Close_{i,t} > Close_{i,t-1}, Close_{i,t} - Close_{i,t-1}, 0)

CZ2_{i,t} = IF(Close_{i,t} < Close_{i,t-1}, Close_{i,t-1} - Close_{i,t}, 0)

SU_{i,t} = \sum_{t-239}^{t} CZ1_{i,t}

SD_{i,t} = \sum_{t-239}^{t} CZ2_{i,t}

Chande_{i,t} = \frac{SU_{i,t} - SD_{i,t}}{SU_{i,t} + SD_{i,t}} \times 100",linear_decay20(100*(sum(up_delta)-sum(down_delta))/(sum(up_delta)+sum(down_delta))),exact,,intraday_path_metric,,alpha101/158/191/360:concept_overlap,concept_overlap,"{'metric': 'calendar_chande', 'post_window': 20, 'post_stat': 'linear_decay'}",20
calendar2025_157_u641c_7d22_91cf_6307_6570_7684_53d8_52a8,2025,157,搜索量指数的变动,另类因子-文本分析,,另类因子-文本分析,另类因子,factors2025.md,3899,3918,1d,1d,T_close,news,"SVI\_Change_t = \log(SVI_t) - \log[Med(SVI_{t-1}, \ldots, SVI_{t-8})]",,blocked_data,精确实现依赖当前数据审计未发现的数据域: news,,,,,{},0
